Désignation article;Désignation famille;Désignation sous famille;Article;Prix VENTE;Stock en UV;Code TVA
CHOPE 1L AVEC ANSES STRASBOURG	ARTICLES DIVERS               	ART. PUB.                     	7760	3.895750045776	0	2
STYLO A BILLE                 	ARTICLES DIVERS               	ART. PUB.                     	7762	0.4500000178814	0	2
CHEMISE POLO KROMBACHER XL    	ARTICLES DIVERS               	ART. PUB.                     	7763	11.475	4	2
ENSEIGNE METAL VINTAGE        	MATERIELS                     	MATERIEL VENTE                	7764	12.37499952316	0	2
PLAQUE METALLIQUE KROMBACHER  	MATERIELS                     	MATERIEL VENTE                	7765	12.37499952316	-2	2
CARNET DE NOTE KROMBACHER     	ARTICLES DIVERS               	ART. PUB.                     	7766	12.5	0	2
PORTE SOUS BOCK BOIS KROMB    	ARTICLES DIVERS               	ART. PUB.                     	7767	6.52499973774	0	2
HOPPY ROAD POW WOW 33CL BTE   	BIERES                        	BIERE 33/44/50 CL CANETTE     	7770	2.021084994078	144	2
FEVER TREE GINGER BEER 50CL VP	SOFTS                         	BOISSONS SUCREES VP           	7772	2.778771064282	73	3
VERRE DETOUR 56CL             	ARTICLES DIVERS               	VERRERIE                      	7776	3.995999908447	96	2
EFFET PAPILLON PILS 33VP      	BIERES                        	BIERE 20/25/33/35CL VP        	7777	1.569399930239	88	2
EFFET PAPILLON NEIPA 33VP     	BIERES                        	BIERE 20/25/33/35CL VP        	7778	2.101400057077	93	2
EFFET PAP WHEAT ALE 33VP X12  	BIERES                        	BIERE 20/25/33/35CL VP        	7779	1.972800078392	135	2
EFFET PAPILLON NEIPA 75VP     	BIERES                        	BIERE 75VP                    	7780	4.396000146866	59	2
EFFET PAPILLON PILS 75VP      	BIERES                        	BIERE 75VP                    	7781	3.799884023666	74	2
DEBAUCHE HAZY DIAMOND 30L INOX	BIERES                        	BIERE FUT 30L                 	7787	4.6	210	2
ST GERMAIN 70CL               	ALCOOL                        	LIQUEURS CREMES               	7791	34.11438858032	1	2
CABEZA DE LOMO                	ARTICLES DIVERS               	TERRINE - BOCAUX - SAUCIS-FROM	7807	22.36000099182	0	3
SIROP VIOLETTE GIFFARD 100CL  	SIROP                         	SIROP                         	7809	5.8	18	3
JACK DANIELS HONEY 70CL       	ALCOOL                        	BOURBON                       	7810	20.75840053558	5	2
FUET CANARD 100G A EMPORTER   	ARTICLES DIVERS               	TERRINE - BOCAUX - SAUCIS-FROM	7811	1.61	6	3
RAUCH JUS CITRON VERT 100CL   	JUS DE FRUIT                  	JUS DE FRUITS BRIQUES         	7813	2.95	0	3
COF WH TOKINOKA +2 VERRES 50CL	ALCOOL                        	WHISKY                        	7828	29	4	2
RHUM DOS MADERAS 5+3  70CL    	ALCOOL                        	RHUMS TIERS                   	7829	25.1	4	2
TEQUILA CORRALEJO REPOSADO 70C	ALCOOL                        	TEQUILA                       	7832	27	2	2
RHUM ANGOSTURA 1824 70CL      	ALCOOL                        	RHUMS TIERS                   	7833	43.4	3	2
RHUM ANGOSTURA 1787  70CL     	ALCOOL                        	RHUMS TIERS                   	7834	59.9	1	2
CROQUE MUSICAL                	COMPTOIR TERRASSE             	PLANCHES                      	7840	6	-4	4
OGEU GAZEUSE 33CL VC X20      	EAUX                          	EAUX VC/VP                    	7846	0.9341999620199	51	3
L'INTENSE OGEU CANETTE 33BTE  	EAUX                          	EAUX BTE                      	7847	0.55	0	3
OGEU GAZEUSE 75CL VP          	EAUX                          	EAUX VC/VP                    	7848	1.667952953577	421	3
DETOUR PASSION BERLINER 30L KK	BIERES                        	BIERE FUT 30L                 	7849	4.75	0	2
PLAISIR DU JOUR BLANC 75CL    	VINS                          	PIC ST LOUP                   	7854	7.4	0	2
LIMONADE OGEU 100 CL PET      	SOFTS                         	BOISSONS SUCREES PET          	7855	0.8901899814606	1182	3
KASKAD GINGER PET 1L          	SOFTS                         	BOISSONS SUCREES VP           	7856	1.726919943094	209	3
KASKAD TONIC ORIG PET 1L      	SOFTS                         	BOISSONS SUCREES VP           	7857	1.53913500309	115	3
OGEU EAU PLATE 75VP           	EAUX                          	EAUX VC/VP                    	7873	1.667952953577	576	3
KROMBACHER PILS 50CL VP X12   	BIERES                        	BIERE 50/60/66 CL VP          	7874	0.8667000263929	0	2
VERRE SINUS 50CL              	ARTICLES DIVERS               	VERRERIE                      	7875	2.291630125046	30	2
T SHIRT UNISEX KROMB XXL      	ARTICLES DIVERS               	ART. PUB.                     	7877	13.225	0	2
T SHIRT UNISEX KROMB XXXL     	ARTICLES DIVERS               	ART. PUB.                     	7878	13.225	-5	2
TRANSAT KROMBACHER            	ARTICLES DIVERS               	ART. PUB.                     	7879	22.55	-2	2
PLAID KROMBACHER              	ARTICLES DIVERS               	ART. PUB.                     	7880	26.62000083923	0	2
UPSIDE DOWN HARRY IPA 19,5L   	BIERES                        	BIERE FUT 16L/19,5L           	7882	79.5	27	2
HOPPY ROAD BRUTAL MONKEY 33CL 	BIERES                        	BIERE 33/44/50 CL CANETTE     	7887	2.167020070553	123	2
HOPPY ROAD BRUTAL MONKEY 30L  	BIERES                        	BIERE FUT 30L                 	7888	5.037794923782	0	2
GDM SUPER SOUR FRAMBOISE 20L  	BIERES                        	BIERE FUT 20L                 	7896	3.962485084534	240	2
PARALLELE IPA 33CL            	BIERES                        	BIERE 20/25/33/35CL VP        	7909	2.050205020905	169	3
PARALLELE BLANCHE 33CL        	BIERES                        	BIERE 20/25/33/35CL VP        	7910	2.050205020905	25	3
PARALLELE BLONDE 33CL         	BIERES                        	BIERE 20/25/33/35CL VP        	7911	2.050067998171	66	3
PARALLELE HOUBLONADE 33CL     	EAUX                          	EAUX BOITE AROMATISEES        	7912	1.767703016996	3	3
FEVER PINK GRAPEFRUIT 20 CL VP	SOFTS                         	BOISSONS SUCREES VP           	7913	1.149018995166	9	3
GINGER ALE FEVER TREE 20CL    	SOFTS                         	BOISSONS SUCREES VP           	7914	1.149018995166	151	3
RHUM CAPTAIN MORGAN 70CL      	ALCOOL                        	RHUMS TIERS                   	7915	12.01007995606	0	2
CAMBIER FRUITS ROUGES 44CL BTE	BIERES                        	BIERE 33/44/50 CL CANETTE     	7918	4.087223119736	0	2
META ERBI BEGI 75CL VP        	BIERES                        	BIERE 75VP                    	7925	7.315	7	2
EFFET PAP BRETT COING 33CL    	BIERES                        	BIERE 20/25/33/35CL VP        	7926	3.541999959946	5	2
WHISKY BOWMORE 12A 70CL       	ALCOOL                        	WHISKY ECOSSAIS               	7931	33.50120669708	6	2
RHUM NEISSON LE VIEUX 70CL    	ALCOOL                        	RHUMS TIERS                   	7933	52.5	0	2
BASQUELAND HERO HAZY IPA 33CL 	BIERES                        	BIERE 33/44/50 CL CANETTE     	7938	2.082399973869	81	3
STIGBERGETS EXISTENS 44CL     	BIERES                        	BIERE 33/44/50 CL CANETTE     	7946	3.377294898033	0	2
STIGBERGETS ALBATROS 44CL     	BIERES                        	BIERE 33/44/50 CL CANETTE     	7948	3.751471116543	14	2
STIGBER NEW AND IMPROVED 44CL 	BIERES                        	BIERE 33/44/50 CL CANETTE     	7950	3.377294898033	0	2
STIG APA AMARILLO CITRA 33BTE 	BIERES                        	BIERE 33/44/50 CL CANETTE     	7951	2.252205044031	-1	2
STIGBERGETS WEST COAST 33CL   	BIERES                        	BIERE 33/44/50 CL CANETTE     	7954	2.661224993467	31	2
MACHINE A GLACONS CREUX       	MATERIELS                     	MATERIELS                     	7969	2530	0	2
SAKE RYUSEI NAGOMI 72CL       	ALCOOL                        	ALCOOL DE RIZ                 	7973	19.7997792244	1	2
SAKE ZUIKAN 72CL              	ALCOOL                        	ALCOOL DE RIZ                 	7974	21.11078071594	0	2
GIN BAIGUR SAIGON 70CL        	ALCOOL                        	GIN                           	7975	32.9	6	2
STRAIGHT BOURBON MAKER 70CL   	ALCOOL                        	BOURBON                       	7976	21.77273590088	0	2
CALVADOS COQUEREL C FAUVE 70CL	ALCOOL                        	CALVADOS                      	7978	27	2	2
GRAPES OF THE TIGER BLANC 75CL	VINS                          	COMTE TOLOSAN                 	7981	5.4	10	2
SWEAT A CAPUCHE STREET WEAR   	ARTICLES DIVERS               	ART. PUB.                     	7987	32.15999908447	6	2
VERRE BOTTE 1.5L KROMBACHER   	ARTICLES DIVERS               	VERRERIE                      	7989	34.2	0	2
PIED PARASOL KROMB PRISE TERRE	MATERIELS                     	MATERIEL VENTE                	7991	28.57199935913	1	2
PIED PARASOL SOCLE 100X25X14  	MATERIELS                     	MATERIEL VENTE                	7992	40.83599853516	2	2
MIROIR VINTAGE "BRAUHAUS"     	ARTICLES DIVERS               	VERRERIE                      	7993	31.55999908447	0	2
CARTE TABLE A6 ARDOISE BOIS KR	ARTICLES DIVERS               	VERRERIE                      	7994	7.680000114441	0	2
GRAND TAPIS DE BAR            	ARTICLES DIVERS               	ART. PUB.                     	7996	6.119999885559	20	2
OGEU GAZEUSE INTENSE 100CL PET	EAUX                          	EAUX PET                      	7999	0.8689950048924	342	3
ZINNEBIER 33CL VC CAISSE 7€   	BIERES                        	BIERE 33CL VC                 	8011	1.652275031805	238	2
TABLE PIQUE NIQUE EXTERIEUR   	MATERIELS                     	MATERIEL VENTE                	8012	243.3339996338	0	6
LIQUEUR AMARETTO GIFFARD 70CL 	ALCOOL                        	LIQUEURS CREMES               	8016	12	29	2
LIMONCELLO GIFFARD 70CL       	ALCOOL                        	LIQUEURS CREMES               	8017	10.8	5	2
MANZANA GIFFARD 70CL          	ALCOOL                        	LIQUEURS CREMES               	8018	9.8	6	2
AVIATEUR SUPER PUMA 20L INOX  	BIERES                        	BIERE FUT 20L                 	8021	3.593970036507	0	2
AVIATEUR SUPER GUPPY 20L INOX 	BIERES                        	BIERE FUT 20L                 	8022	3.418044118881	220	2
AVIATEUR PETIT PRINCE 20L INOX	BIERES                        	BIERE FUT 20L                 	8023	4.017299890518	140	2
AVIATEUR FIRST FLIGHT 20L INOX	BIERES                        	BIERE FUT 20L                 	8024	3.701435937882	120	2
AVIATEUR SUPER JUMBO 33CL BTE 	BIERES                        	BIERE 33/44/50 CL CANETTE     	8026	1.81453499794	124	2
AVIATEUR SUPER GUPPY 33CL BTE 	BIERES                        	BIERE 33/44/50 CL CANETTE     	8027	1.823310005665	24	2
AVIATEUR PETIT PRINCE 44CL BTE	BIERES                        	BIERE 33/44/50 CL CANETTE     	8033	2.93368499279	42	2
STIG BLACK ALREADY ?  44CL    	BIERES                        	BIERE 33/44/50 CL CANETTE     	8036	5.680999851227	4	2
PICPOUL MAS LAURENT 75CL      	VINS                          	PIC ST LOUP                   	8061	6.45	0	2
STU MOSTOW TROPICAL LOOK      	BIERES                        	BIERE 33/44/50 CL CANETTE     	8064	2.9925	0	2
STU M DELIGHT IS RIGHT 44CL   	BIERES                        	BIERE 33/44/50 CL CANETTE     	8067	2.9925	7	2
STU MOSTOW WRCLW PILS 44CL    	BIERES                        	BIERE 33/44/50 CL CANETTE     	8071	1.995	0	2
SUPERBE TROPICTHUNDER 44CL    	BIERES                        	BIERE 33/44/50 CL CANETTE     	8090	3.868624866009	-1	2
MT SALEVE MICRO NEIPA 33CL    	BIERES                        	BIERE 20/25/33/35CL VP        	8110	2.367224979401	18	2
MONT SALEVE SOUR AMBRE 75CL   	BIERES                        	BIERE 75VP                    	8115	6.318696722984	39	2
VALISETTE BUFFALO 4B 33CL NOIR	ARTICLES DIVERS               	CORBEILLES - COFFRETS- CARTONS	8124	1.187499985099	83	2
POMPE A VIDE WINE SAVER NOIR  	ARTICLES DIVERS               	ARTICLES DE CAVE / BIERE & VIN	8125	10.56249976158	0	2
DISQUE ANTI-GOUTTE VINODISC X3	ARTICLES DIVERS               	ARTICLES DE CAVE / BIERE & VIN	8126	1.825000047684	0	2
VERRE A WHISKY SIMON 15CL     	ARTICLES DIVERS               	VERRERIE                      	8127	4.987500011921	0	2
AERATEUR VERSEUR AUBIN BOITE  	ARTICLES DIVERS               	ARTICLES DE CAVE / BIERE & VIN	8128	10.36249995232	6	2
DE RANKE 3 X X X BITTER 75CL  	BIERES                        	BIERE 75VC                    	8136	5.734820175171	1	2
DETOUR SAISON BIO 33CL        	BIERES                        	BIERE 20/25/33/35CL VP        	8137	2.204740923643	90	2
DETOUR HOPPY PALE ALE 30L     	BIERES                        	BIERE FUT 30L                 	8138	3.718547141552	30	2
AVIATEUR SUPER JUMBO 20L      	BIERES                        	BIERE FUT 20L                 	8141	3.466349959374	60	2
CABANEL MENTHE 70CL           	ALCOOL                        	LIQUEURS CREMES               	8156	13.95	0	2
CABANEL CITRON 70CL           	ALCOOL                        	LIQUEURS CREMES               	8157	14.95	0	2
CABANEL MANDARINE 70CL        	ALCOOL                        	LIQUEURS CREMES               	8158	15.9	0	2
STU MOSTOW HOLY BEANS 33CL    	BIERES                        	BIERE 33/44/50 CL CANETTE     	8161	3.857000126839	0	2
STU MOSTOW SHERRY SHADOW 33CL 	BIERES                        	BIERE 33/44/50 CL CANETTE     	8165	5.665000104904	23	2
STU MOSTOW   WILD 17   37,5CL 	BIERES                        	BIERE 37.5CL                  	8166	4.430999779701	31	2
STU MOSTOW    WILD 18   37,5CL	BIERES                        	BIERE 37.5CL                  	8167	4.430999779701	31	2
MONT SALÈVE MONDEUSE 20L      	BIERES                        	BIERE FUT 30L                 	8183	6.388679089546	60	2
TETE BELIER AOP ROSE 2023 75CL	VINS                          	AOC LANGUEDOC                 	8186	13.68749976158	1	2
DO RE MI                      	COMPTOIR TERRASSE             	PLANCHES                      	8197	6.818291872501	-1	4
STARNBERGER HELL 50CL VC      	BIERES                        	BIERE 50CL VC                 	8198	0.9315999281406	0	2
STIGBERGETS BEARLEY FINE 33CL 	BIERES                        	BIERE 33/44/50 CL CANETTE     	8209	2.493044936657	1	2
STIGBERGETS CHRISTMAS 33CL    	BIERES                        	BIERE 33/44/50 CL CANETTE     	8210	1.685808076859	14	2
CHORIZO 500G S/PLACE          	COMPTOIR TERRASSE             	COMPTOIR TERRASSE             	8213	6.674999713898	-1	4
CAFE GRAIN DUO BRES CONGO 250G	ALIMENTAIRES                  	CAFE                          	8214	6.115200176239	7	3
CAFE GRAIN DUO BRES CONGO 1KG 	ALIMENTAIRES                  	CAFE                          	8215	21.5	4	3
CAFE GRAIN DUO COLOMBIE 250G  	ALIMENTAIRES                  	CAFE                          	8216	6.45	8	3
CAFE GRAIN DUO COLOMBIE 1KG   	ALIMENTAIRES                  	CAFE                          	8217	21.95	12	3
TEQUILA JOSECUERVO SILVER 70CL	ALCOOL                        	TEQUILA                       	8225	17.6	14	2
STOUTERICK 33CL VC CAISSE 7€  	BIERES                        	BIERE 33CL VC                 	8227	1.826999986172	307	2
GIFFARD FLEUR DE SUREAU 70CL  	ALCOOL                        	LIQUEURS CREMES               	8229	16	-2	2
SOIREE DEGUSTATION / PERS 25€ 	ARTICLES DIVERS               	BON ACHAT / SOIREE DEGUSTATION	8230	20.833	0	2
VALISETTE BUFFALO 4B 44CL NOIR	ARTICLES DIVERS               	CORBEILLES - COFFRETS- CARTONS	8231	1.762499958277	23	2
SUPERBOCK 25CL VP             	BIERES                        	BIERE 20/25/33/35CL VP        	8232	0.6376020118594	0	2
GARAGE LOCKER 33CL            	BIERES                        	BIERE 33/44/50 CL CANETTE     	8241	1.82037103653	6	2
BIB 3L RHUM WORLDESTERS BLANC 	ALCOOL                        	RHUMS DOMS                    	8248	49.9	0	2
CALAVERA BRETTERNITY 20L      	BIERES                        	BIERE FUT 20L                 	8251	6.980500197411	20	2
CALAVERA CUBIC 44CL           	BIERES                        	BIERE 33/44/50 CL CANETTE     	8254	2.705999851227	0	2
CALAVERA EVERGREEN 44CL       	BIERES                        	BIERE 33/44/50 CL CANETTE     	8255	2.294249939919	59	2
CALAVERA ABRAÇAFANALS 44CL    	BIERES                        	BIERE 33/44/50 CL CANETTE     	8256	2.621999931335	0	2
CALAVERA MARI E MONTI 37,5CL  	BIERES                        	BIERE 37.5CL                  	8257	3.495600128174	0	2
CALAVERA FAST WON'T LAST 37,5C	BIERES                        	BIERE 37.5CL                  	8260	3.874290142059	5	2
VORDY LE SAN PEYRE 75CL       	VINS                          	MINERVOIS                     	8263	5.501249742508	0	2
VORDY LES PEGOUNELS 75CL      	VINS                          	MINERVOIS                     	8264	5.8	0	2
VORDY LOUISE MINERVOIS 75CL   	VINS                          	MINERVOIS                     	8265	6.24375	0	2
VORDY FRANÇOISE ROUGE BIO 75CL	VINS                          	MINERVOIS                     	8266	6.9	0	2
VORDY LOS GALS BLANC 75CL     	VINS                          	MINERVOIS                     	8267	9.7	0	2
META HIRUKOTE 75CL            	BIERES                        	BIERE 75VP                    	8274	7.540000247955	5	2
TTANTTAKUN 75CL               	BIERES                        	BIERE 75VP                    	8275	6.629999876022	14	2
FUET TAUREAU 100G A EMPORTER  	ARTICLES DIVERS               	TERRINE - BOCAUX - SAUCIS-FROM	8276	1.609999966621	0	3
