Désignation article;Désignation famille;Désignation sous famille;Article;Prix VENTE;Stock en UV;Code TVA
VALS EAU PETILLANTE 125PET    	EAUX                          	EAUX PET                      	7089	0.55	-14	3
NAPPE PAPIER BLANCHE 25X1.20M 	ARTICLES DIVERS               	JETABLES                      	7091	12.37491030693	0	2
IPA RATZ 33VP                 	BIERES                        	BIERE 20/25/33/35CL VP        	7092	1.619749111223	127	2
LINDEMANS FRAMBOISE 1°1 25VC  	BIERES                        	BIERE 25CL VC                 	7094	1.491000080109	312	2
VERRE BRIQUE HOUSE 25CL       	ARTICLES DIVERS               	VERRERIE                      	7116	1.875	0	2
VERRE BRIQUE HOUSE 50CL       	ARTICLES DIVERS               	VERRERIE                      	7117	2.374999970198	0	2
SERVIETTES 2 PLIS BLANCHE X50 	ARTICLES DIVERS               	JETABLES                      	7119	3.438499975205	37	2
CIDRE APPIE BRUT 20L          	CIDRES                        	CIDRE FUT                     	7125	4	380	2
FRIELS VINTAGE CIDER 30L      	CIDERS                        	CIDER FUT                     	7136	4.5	240	2
VERRE PERONI 50CL             	ARTICLES DIVERS               	VERRERIE                      	7138	1.5	540	2
VERRE COPERES 50CL            	ARTICLES DIVERS               	VERRERIE                      	7139	1.5	120	2
VERRE ASAHI 25CL              	ARTICLES DIVERS               	VERRERIE                      	7140	1.5	240	2
VERRE ASAHI 50CL              	ARTICLES DIVERS               	VERRERIE                      	7141	1.5	60	2
VERRE MEANTIME JUBILEE 50CL   	ARTICLES DIVERS               	VERRERIE                      	7142	1.5	120	2
BALEA GETARIA BIO SS ALC 33VP 	BIERES                        	BIERES                        	7149	1.966800012589	185	2
LA SUPERBE BIXAR 44BTE        	BIERES                        	BIERE 33/44/50 CL BTE         	7150	3.942575941086	18	2
CRUJICOQUES CRUJIFROM 205G X12	ARTICLES DIVERS               	TERRINE - BOCAUX - SAUCIS-FROM	7154	7.175999975205	152	3
RAUCH ANANAS COCO 20VP        	JUS DE FRUIT                  	JUS DE FRUITS VP/VC/PET       	7155	0.6701869887114	6	3
DUCKPOND FRUIT PUMP 33BTE     	BIERES                        	BIERE 33/44/50 CL BTE         	7157	3.224891967773	20	2
DUCKPOND NAZARE 33BTE         	BIERES                        	BIERE 33/44/50 CL BTE         	7165	4.025604028702	18	2
BRIQUE HAPPY DAY FRAISE 100CL 	JUS DE FRUIT                  	JUS DE FRUITS BRIQUES         	7169	1.924927718639	111	3
HAPPY DAY FRUIT PASSION 100CL 	JUS DE FRUIT                  	JUS DE FRUITS BRIQUES         	7170	2.398819602919	126	3
BRIQUE HAPPY DAY GOYAVE 100CL 	JUS DE FRUIT                  	JUS DE FRUITS BRIQUES         	7171	1.75	100	3
RAUCH ORANGE PULPE 20VP       	JUS DE FRUIT                  	JUS DE FRUITS VP/VC/PET       	7175	0.8347299695015	233	3
RAUCH BANANE 20VP             	JUS DE FRUIT                  	JUS DE FRUITS VP/VC/PET       	7176	0.5705100014806	0	3
VERRE RAUCH 20CL              	ARTICLES DIVERS               	VERRERIE                      	7177	1.8	-66	2
CARTE DES BOISSONS RAUCH      	ARTICLES DIVERS               	ART. PUB.                     	7178	3.6	1020	2
PLATEAU RAUCH PLASTIQUE NOIR  	ARTICLES DIVERS               	ART. PUB.                     	7179	4.8	240	2
STYLO RAUCH                   	ARTICLES DIVERS               	ART. PUB.                     	7180	1.8	600	2
PORTE CLE JAUNE RAUCH         	ARTICLES DIVERS               	ART. PUB.                     	7181	1.2	300	2
VITRINE REFRIGEREE RAUCH      	MATERIELS                     	MATERIEL VENTE                	7182	806	1	6
POIGNEE OU ROBINET L2PI       	MATERIELS                     	MATERIEL VENTE                	7190	5	5	2
SIROP ORGEAT GIFFARD 100CL    	SIROP                         	SIROP                         	7191	4.718249845505	19	3
VERRE STAR CUP 25CL X6        	ARTICLES DIVERS               	VERRERIE                      	7193	1.604125052691	228	2
SOUS BOCKS KROMBACHER X480    	ARTICLES DIVERS               	ART. PUB.                     	7194	7.875000238419	12	2
PARASOL STANDARD 2M KROMBACHER	MATERIELS                     	MATERIEL VENTE                	7195	30.45000076294	0	2
PIED DE PARASOL KROMBACHER    	MATERIELS                     	MATERIEL VENTE                	7196	28.75	0	2
TABLE BEER PONG KROMBACHER    	MATERIELS                     	MATERIEL VENTE                	7197	140	0	2
LUPULUS HOPERA 33VC           	BIERES                        	BIERE 33CL VC                 	7198	1.672560017109	300	2
LUPULUS BLANCHE 33VC          	BIERES                        	BIERE 33CL VC                 	7199	1.545048079491	343	2
VERRE RATZ 50CL               	ARTICLES DIVERS               	VERRERIE                      	7200	2.27999997139	924	2
FUET NOISETTES 100G A EMPORTER	ARTICLES DIVERS               	TERRINE - BOCAUX - SAUCIS-FROM	7201	1.61	68	3
FUET SANGLIER 100G A EMPORTER 	ARTICLES DIVERS               	TERRINE - BOCAUX - SAUCIS-FROM	7202	1.61	26	3
SALCHICHON EXTRA PAYSAN 300G  	ARTICLES DIVERS               	TERRINE - BOCAUX - SAUCIS-FROM	7203	5.049000012875	0	3
SALCHICHON EXTRA P 300G S/PLAC	ARTICLES DIVERS               	TERRINE - BOCAUX - SAUCIS-FROM	7204	7.347999811173	0	4
GIN AMRUT NILGIRIS 70CL       	ALCOOL                        	GIN                           	7217	22	5	2
STE CRU CHERRY MECANIQUE 33VP 	BIERES                        	BIERE 20/25/33/35CL VP        	7219	2.010161979199	18	2
CYCLIC ELDER 75VP             	BIERES                        	BIERE 75VP                    	7226	5.808000125885	1	2
MACH A GLACONS CREUX 25KG/24H 	MATERIELS                     	MATERIELS                     	7233	1890	0	2
LIMONADE PSCHITT 100PET       	SOFTS                         	BOISSONS SUCREES PET          	7237	0.7007	22	3
BAVARIA 0,0% WIT 33VP         	BIERES                        	BIERE 20/25/33/35CL VP        	7246	0.9271800041199	0	3
LA MUETTE MUSSE BOCAGE 33VP   	BIERES                        	BIERE 20/25/33/35CL VP        	7252	1.884564056397	14	2
LA MUETTE MUSSE IPA 33VP      	BIERES                        	BIERE 20/25/33/35CL VP        	7253	2.164799981117	68	2
RAUCH ANANAS COCO S/PLACE 20CL	JUS DE FRUIT                  	JUS DE FRUITS VP/VC/PET       	7263	2	0	4
CRODINO 17.5CL X24            	SOFTS                         	BOISSONS SUCREES VP           	7264	1.183000034094	108	3
RAUCH POMME S/PLACE 20CL      	JUS DE FRUIT                  	JUS DE FRUITS VP/VC/PET       	7267	2	0	4
VERRE CRODINO 43CL            	ARTICLES DIVERS               	VERRERIE                      	7272	2.27999997139	48	2
VERRE APEROL SPRITZ 45CL      	ARTICLES DIVERS               	VERRERIE                      	7273	2.27999997139	150	2
VERRE CAMPARI SPRTIZ 58CL     	ARTICLES DIVERS               	VERRERIE                      	7274	2.27999997139	36	2
PARASOL KROMBACHER 400/8      	MATERIELS                     	MATERIEL VENTE                	7276	375.6	0	2
SPUNKY FRAMBOISE PECHE 25BTE  	EAUX                          	EAUX BOITE AROMATISEES        	7289	1.560000061989	78	3
BAPTIST BLANCHE 20L           	BIERES                        	BIERE FUT 20L                 	7290	3.1	300	2
M SALEVE SOUR GINGEMBRE 75CL  	BIERES                        	BIERE 75VP                    	7312	5.029332103729	5	2
MT SALEVE NOUVEAUX MONDES 75CL	BIERES                        	BIERE 75VP                    	7313	4.818000125885	18	2
MONT SALEVE MADEMOISELLE 75VP 	BIERES                        	BIERE 75VP                    	7314	4.41368983984	12	2
BINK BLANCHE 33VC             	BIERES                        	BIERE 33CL VC                 	7320	1.398906011581	0	2
BINK BLOESEM 33VC             	BIERES                        	BIERE 33CL VC                 	7321	1.455486023426	0	2
CARACOLE AMBREE 8°8  33VP     	BIERES                        	BIERE 20/25/33/35CL VP        	7322	1.829123983383	48	2
CARACOLE AMBREE 7°9 75VP  X12 	BIERES                        	BIERE 75VP                    	7323	4.152851743698	9	2
RIO AZUL SWEET JANE 44CL BTE  	BIERES                        	BIERE 33/44/50 CL BTE         	7333	2.574000062943	0	2
ASAHI SUPER DRY 5° 16L        	BIERES                        	BIERE FUT 16L/19,5L           	7335	3.55	288	2
IPA EFFET PAPILLON 30L INOX   	BIERES                        	BIERE FUT 30L                 	7337	3.85	180	2
VERRE EFFET PAP 25/33CL       	ARTICLES DIVERS               	VERRERIE                      	7351	2.304500031471	68	2
VERRE EFFET PAP 50CL          	ARTICLES DIVERS               	VERRERIE                      	7352	2.854500031471	72	2
SOUS BOCKS X1000  PDTS ASAHI  	ARTICLES DIVERS               	ART. PUB.                     	7353	14.4	15	2
VERRE ST STEFANUS 25CL        	ARTICLES DIVERS               	VERRERIE                      	7354	1.6	48	2
VERRE ST STEFANUS 50CL        	ARTICLES DIVERS               	VERRERIE                      	7355	1.6	60	2
VERRE MEANTIME 25CL           	ARTICLES DIVERS               	VERRERIE                      	7356	1.67999997139	150	2
VERRE MEANTIME 50CL           	ARTICLES DIVERS               	VERRERIE                      	7357	2.15999994278	60	2
MUSCAT RIVESALTES DLT 75CL    	VINS                          	MUSCAT                        	7358	6.1	3	2
BEL AIR FAUVE ROUGE 75CL      	VINS                          	COTES FRONTONNAIS             	7360	5.129999935627	0	2
ROSE OF THE TIGER 75CL        	VINS                          	VIN DE FRANCE                 	7361	5.129999935627	54	2
GAMAY SANS MA GRIFFE 75CL     	VINS                          	VIN DE FRANCE                 	7362	9.180000257492	0	2
BYAKKO BLANC DE NOIR 75CL     	VINS                          	VIN DE FRANCE                 	7363	10.8	22	2
FUET AIL 100G A EMPORTER      	ARTICLES DIVERS               	TERRINE - BOCAUX - SAUCIS-FROM	7379	1.61	0	3
FUET BASILIC 100G A EMPORTER  	ARTICLES DIVERS               	TERRINE - BOCAUX - SAUCIS-FROM	7381	1.61	0	3
TAPIS DE BAR KROMBACHER       	ARTICLES DIVERS               	ART. PUB.                     	7383	7.875000238419	-4	2
LA MUETTE STONER MUETTAL 44BTE	BIERES                        	BIERE 33/44/50 CL BTE         	7388	3.214728012085	0	2
LA MUETTE STONER MUETTAL 20L K	BIERES                        	BIERE FUT 20L                 	7390	4.732067871094	60	2
KIRSCH GUIGNOLET 100CL        	ALCOOL                        	LIQUEURS CREMES               	7400	7.925000190735	0	2
BRIQUE HAPPY DAY CRANBERRY 100	JUS DE FRUIT                  	JUS DE FRUITS BRIQUES         	7401	2.398888147402	91	3
BRIQUE HAPPY DAY TOMATE 100CL 	JUS DE FRUIT                  	JUS DE FRUITS BRIQUES         	7402	1.578177959919	35	3
RATZ TRIPLE 8°5 30L           	BIERES                        	BIERE FUT 30L                 	7403	3.13	420	2
TABLE DISPLAY HAPPY DAY       	ARTICLES DIVERS               	ART. PUB.                     	7405	3	60	2
CASQUETTE VIP                 	ARTICLES DIVERS               	ART. PUB.                     	7406	18	120	2
POLO NOIR XL HOMME            	ARTICLES DIVERS               	ART. PUB.                     	7407	18	60	2
BEACH BAG HAPPY DAY           	ARTICLES DIVERS               	ART. PUB.                     	7408	9.6	6	2
BOTTLE BOB RAUCH              	ARTICLES DIVERS               	ART. PUB.                     	7409	9.6	150	2
PARASOL RAUCH                 	ARTICLES DIVERS               	ART. PUB.                     	7410	26	0	2
RAUCH CRANBERRY 20VP          	JUS DE FRUIT                  	JUS DE FRUITS VP/VC/PET       	7411	0.87	0	3
RAUCH RAISIN ROUGE 20VP       	JUS DE FRUIT                  	JUS DE FRUITS VP/VC/PET       	7413	0.6145199820399	0	3
ST FEUILLIEN SAISON 75VP      	BIERES                        	BIERE 75VP                    	7414	4.02118185997	0	2
CUVEE DES TROLLS 33VC         	BIERES                        	BIERE 33CL VC                 	7420	1.287020027638	101	2
LE DETOUR APRICOT 33VP        	BIERES                        	BIERE 20/25/33/35CL VP        	7421	2.18803205967	0	2
LE DETOUR HOPSTAND 75VP X12   	BIERES                        	BIERE 75VP                    	7423	4.31	141	2
LE DETOUR DARK PEATED 33VP    	BIERES                        	BIERE 20/25/33/35CL VP        	7424	2.158067965508	31	2
LE DETOUR HOPSTAND 33VP       	BIERES                        	BIERE 20/25/33/35CL VP        	7425	2.120844082832	141	2
LE DETOUR MANGO 33VP          	BIERES                        	BIERE 20/25/33/35CL VP        	7426	2.159123983383	121	2
LE DETOUR PASSION FRUIT 33VP  	BIERES                        	BIERE 20/25/33/35CL VP        	7427	2.193179969788	123	2
LE DETOUR MANGO 75VP X6       	BIERES                        	BIERE 75VP                    	7428	4.508328037262	41	2
LE DETOUR APRICOT 30L K       	BIERES                        	BIERE FUT 30L                 	7429	4.561920118332	0	2
LE DETOUR MANGO 30L INOX      	BIERES                        	BIERE FUT 30L                 	7430	4.38	210	2
LE DETOUR HOPSTAND 30L INOX   	BIERES                        	BIERE FUT 30L                 	7431	3.908380174637	210	2
PAPIER MOUSSELINE BDX UNITE   	ARTICLES DIVERS               	CORBEILLES - COFFRETS- CARTONS	7434	0.1250009934157	480	2
COFF NEW YORK CARTON 1 BLLE   	ARTICLES DIVERS               	CORBEILLES - COFFRETS- CARTONS	7435	1.302000010014	0	2
COFF NEW YORK CARTON 2 BLLES  	ARTICLES DIVERS               	CORBEILLES - COFFRETS- CARTONS	7436	2.755999851227	0	2
COFF NEW YORK CARTON 3 BLLES  	ARTICLES DIVERS               	CORBEILLES - COFFRETS- CARTONS	7437	3.211000037193	0	2
CRACHOIR MINI BACCHUS         	ARTICLES DIVERS               	CORBEILLES - COFFRETS- CARTONS	7438	8.190000247955	0	2
SAC ESPRIT ECO PAPIER KRAFT   	ARTICLES DIVERS               	CORBEILLES - COFFRETS- CARTONS	7439	0.5459999829531	0	2
DEB DEMI MONDAINE RHUM 33CL   	BIERES                        	BIERE 20/25/33/35CL VP        	7444	4.224000062943	1	2
CALEYA TAKE IT EASY 44BTE     	BIERES                        	BIERE 33/44/50 CL BTE         	7452	3.276900100708	0	2
CALEYA TOO YOUNG TOO DIE 44BTE	BIERES                        	BIERE 33/44/50 CL BTE         	7454	3.054083948135	3	2
FEVER TREE TONIC WATER 50CL VP	SOFTS                         	BOISSONS SUCREES VP           	7458	2.491060054302	30	3
CRAK MUNDAKA ZERO 33CL BTE    	BIERES                        	BIERE 33/44/50 CL BTE         	7462	2.308500051498	1	3
TENUTA BEMBO X CRAK 33CL      	BIERES                        	BIERE 33/44/50 CL BTE         	7463	2.322999978066	21	2
DEBAUCHE CINDY BUNNY 30L INOX 	BIERES                        	BIERE FUT 30L                 	7487	3.955908050537	60	2
DEBAUCHE DOUBLE BELGE 30L INOX	BIERES                        	BIERE FUT 30L                 	7488	3.67	60	2
DEBAUCHE CAT SOUP 30L INOX    	BIERES                        	BIERE FUT 30L                 	7489	4.2	30	2
PIGGY BROWN FOX 30L K         	BIERES                        	BIERE FUT 30L                 	7498	4.45	60	2
VERRE PIGGY                   	ARTICLES DIVERS               	VERRERIE                      	7500	1.65	36	2
SOUS BOCKS PIGGY              	ARTICLES DIVERS               	ART. PUB.                     	7501	5.5	400	2
DEBAUCHE DOUBLE BELGE 30L KK  	BIERES                        	BIERE FUT 30L                 	7502	3.68	30	2
CHIPS DE SARRAZIN 120G        	ARTICLES DIVERS               	BISCUITS - CHOCOLATS - CHIPS  	7505	3.077999961376	11	3
CHIPS PESTO 125G              	ARTICLES DIVERS               	BISCUITS - CHOCOLATS - CHIPS  	7506	2.011500012875	21	3
CHIPS ROQUEFORT 100G          	ARTICLES DIVERS               	BISCUITS - CHOCOLATS - CHIPS  	7507	2.061499936581	20	3
ETE FAUVE SYRAH SABLES RGES 75	VINS                          	VIN DE FRANCE                 	7510	9.9	0	2
MONT SALEVE NEIPA RIWAKA 75CL 	BIERES                        	BIERE 75VP                    	7511	4.733124046326	6	2
JAMBON CENTRO GRAN RESERVA    	ARTICLES DIVERS               	TERRINE - BOCAUX - SAUCIS-FROM	7519	20.28000049591	0	3
META ALL MY CIRCUITS 75CL VP  	BIERES                        	BIERE 75VP                    	7521	5.34600025177	3	2
META BOMBO DOS 75CL VP        	BIERES                        	BIERE 75VP                    	7523	7.59	0	2
META KOKY 75CL VP             	BIERES                        	BIERE 75VP                    	7527	7.26	6	2
CAMPLAZENS AUTHENTICITE RG 75C	VINS PERMANENTS               	IGP COTEAUX NARBONNE          	7533	5.2	-12	2
LES SABLIERES ROUGE 75CL      	VINS PERMANENTS               	COTES DU RHONE                	7538	7.55	85	2
RASTEAU CLASSIQUE ROUGE 75CL  	VINS PERMANENTS               	COTES DU RHONE                	7539	8.7	0	2
CAIRANNE LE VENTABREN RGE 75CL	VINS PERMANENTS               	COTES DU RHONE                	7540	9.85	-3	2
RASTEAU CLASSIQUE ROUGE 150CL 	VINS PERMANENTS               	COTES DU RHONE                	7541	22	-1	2
BACCHUS FRAMBOISE 20L         	BIERES                        	BIERE FUT 20L                 	7542	3.814799880981	0	2
DE RANKE GRAPEVINE 75VC       	BIERES                        	BIERE 75VC                    	7544	7.676627235413	5	2
